TERM,QUARTER,PERCENTILE,SAT,1st_Spring,2nd_Fall
200508,3rd Quarter,35,1070,Y,N
200508,3rd Quarter,49,1070,Y,Y
200508,2nd Quarter,55,1070,Y,N
200508,2nd Quarter,56,1070,Y,Y
200508,2nd Quarter,58,1070,Y,N
200508,2nd Quarter,61,1070,Y,Y
200508,2nd Quarter,62,1070,Y,Y
200508,2nd Quarter,63,1070,Y,Y
200508,2nd Quarter,67,1070,Y,N
200508,2nd Quarter,67,1070,Y,Y
200508,2nd Quarter,68,1070,Y,N
200508,2nd Quarter,71,1070,Y,N
200508,2nd Quarter,71,1070,Y,N
200508,2nd Quarter,75,1070,Y,Y
200508,2nd Quarter,75,1070,Y,Y
200508,2nd Quarter,75,1070,Y,Y
200508,1st Quarter,76,1070,Y,Y
200508,1st Quarter,76,1070,Y,N
200508,1st Quarter,76,1070,Y,Y
200508,1st Quarter,77,1070,Y,Y
200508,1st Quarter,78,1070,Y,Y
200508,1st Quarter,80,1070,Y,Y
200508,1st Quarter,81,1070,Y,Y
200508,1st Quarter,82,1070,Y,N
200508,1st Quarter,82,1070,Y,Y
200508,1st Quarter,83,1070,Y,N
200508,1st Quarter,83,1070,Y,Y
200508,1st Quarter,83,1070,Y,N
200508,1st Quarter,84,1070,N,N
200508,1st Quarter,85,1070,Y,Y
200508,Top 10%,90,1070,Y,Y
200508,Top 10%,92,1070,Y,Y
200508,Top 10%,92,1070,Y,N
200508,Top 10%,92,1070,Y,N
200508,Top 10%,96,1070,Y,Y
200508,Top 10%,96,1070,Y,Y
200508,Top 10%,96,1070,Y,Y
200508,Top 10%,97,1070,Y,Y
200508,3rd Quarter,26,1080,N,N
200508,3rd Quarter,30,1080,Y,Y
200508,3rd Quarter,48,1080,Y,Y
200508,2nd Quarter,51,1080,Y,Y
200508,2nd Quarter,60,1080,N,N
200508,2nd Quarter,67,1080,Y,Y
200508,2nd Quarter,73,1080,Y,Y
200508,2nd Quarter,74,1080,Y,Y
200508,1st Quarter,82,1080,Y,Y
200508,1st Quarter,84,1080,N,N
200508,Top 10%,93,1080,Y,Y
200508,Top 10%,93,1080,Y,Y
200508,Top 10%,94,1080,Y,N
200508,Top 10%,95,1080,Y,Y
200508,Top 10%,95,1080,N,N
200508,Top 10%,96,1080,Y,N
200508,Top 10%,97,1080,Y,N
200508,3rd Quarter,26,1090,Y,N
200508,3rd Quarter,42,1090,Y,Y
200508,2nd Quarter,62,1090,Y,N
200508,2nd Quarter,68,1090,N,N
200508,2nd Quarter,69,1090,Y,Y
200508,2nd Quarter,71,1090,Y,Y
200508,2nd Quarter,75,1090,Y,Y
200508,2nd Quarter,75,1090,N,N
200508,1st Quarter,77,1090,Y,Y
200508,1st Quarter,77,1090,Y,Y
200508,1st Quarter,78,1090,Y,N
200508,1st Quarter,79,1090,N,N
200508,1st Quarter,82,1090,Y,Y
200508,1st Quarter,85,1090,N,N
200508,1st Quarter,87,1090,Y,Y
200508,1st Quarter,87,1090,N,N
200508,1st Quarter,87,1090,Y,Y
200508,Top 10%,92,1090,Y,Y
200508,Top 10%,93,1090,Y,Y
200508,Top 10%,96,1090,Y,Y
200508,Top 10%,96,1090,Y,Y
200508,Top 10%,97,1090,Y,Y
200508,3rd Quarter,26,1100,Y,Y
200508,3rd Quarter,39,1100,Y,Y
200508,2nd Quarter,55,1100,Y,N
200508,2nd Quarter,60,1100,Y,Y
200508,2nd Quarter,63,1100,Y,Y
200508,2nd Quarter,64,1100,Y,Y
200508,2nd Quarter,67,1100,Y,Y
200508,2nd Quarter,70,1100,Y,Y
200508,2nd Quarter,75,1100,Y,Y
200508,2nd Quarter,75,1100,Y,Y
200508,1st Quarter,76,1100,Y,Y
200508,1st Quarter,80,1100,Y,Y
200508,1st Quarter,80,1100,Y,N
200508,1st Quarter,82,1100,Y,Y
200508,1st Quarter,83,1100,Y,Y
200508,1st Quarter,83,1100,Y,Y
200508,1st Quarter,86,1100,Y,N
200508,1st Quarter,88,1100,Y,Y
200508,Top 10%,97,1100,Y,Y
200508,4th Quarter,5,1110,Y,Y
200508,4th Quarter,23,1110,Y,N
200508,3rd Quarter,28,1110,Y,Y
200508,3rd Quarter,28,1110,N,Y
200508,3rd Quarter,41,1110,Y,Y
200508,2nd Quarter,53,1110,Y,Y
200508,2nd Quarter,60,1110,Y,N
200508,2nd Quarter,61,1110,Y,Y
200508,2nd Quarter,64,1110,Y,Y
200508,2nd Quarter,69,1110,Y,Y
200508,1st Quarter,77,1110,Y,Y
200508,1st Quarter,78,1110,Y,Y
200508,1st Quarter,78,1110,Y,Y
200508,1st Quarter,81,1110,Y,Y
200508,1st Quarter,82,1110,Y,Y
200508,1st Quarter,82,1110,Y,Y
200508,1st Quarter,84,1110,Y,Y
200508,1st Quarter,85,1110,Y,Y
200508,1st Quarter,88,1110,Y,Y
200508,1st Quarter,88,1110,Y,Y
200508,1st Quarter,89,1110,Y,N
200508,Top 10%,90,1110,Y,Y
200508,Top 10%,91,1110,Y,Y
200508,Top 10%,93,1110,Y,Y
200508,Top 10%,95,1110,Y,Y
200508,Top 10%,95,1110,Y,Y
200508,Top 10%,95,1110,Y,N
200508,Top 10%,97,1110,N,N
200508,Top 10%,97,1110,Y,Y
200508,Top 10%,97,1110,Y,Y
200508,4th Quarter,11,1120,N,N
200508,3rd Quarter,35,1120,N,N
200508,2nd Quarter,59,1120,Y,N
200508,2nd Quarter,68,1120,Y,Y
200508,2nd Quarter,68,1120,Y,Y
200508,1st Quarter,81,1120,Y,N
200508,1st Quarter,83,1120,Y,Y
200508,1st Quarter,84,1120,Y,Y
200508,Top 10%,93,1120,Y,Y
200508,3rd Quarter,29,1130,Y,Y
200508,2nd Quarter,51,1130,Y,Y
200508,2nd Quarter,58,1130,Y,N
200508,2nd Quarter,61,1130,Y,Y
200508,2nd Quarter,62,1130,Y,Y
200508,2nd Quarter,63,1130,Y,Y
200508,2nd Quarter,68,1130,Y,Y
200508,2nd Quarter,73,1130,N,N
200508,1st Quarter,86,1130,Y,Y
200508,1st Quarter,88,1130,Y,N
200508,1st Quarter,89,1130,Y,Y
200508,Top 10%,93,1130,Y,Y
200508,Top 10%,94,1130,Y,Y
200508,Top 10%,94,1130,Y,Y
200508,2nd Quarter,65,1140,Y,Y
200508,2nd Quarter,68,1140,Y,Y
200508,2nd Quarter,75,1140,Y,N
200508,1st Quarter,82,1140,Y,N
200508,1st Quarter,85,1140,Y,N
200508,Top 10%,92,1140,N,N
200508,Top 10%,93,1140,Y,Y
200508,Top 10%,93,1140,Y,Y
200508,Top 10%,97,1140,Y,N
200508,3rd Quarter,30,1150,Y,Y
200508,3rd Quarter,33,1150,Y,Y
200508,3rd Quarter,48,1150,Y,Y
200508,2nd Quarter,53,1150,N,N
200508,2nd Quarter,54,1150,Y,Y
200508,2nd Quarter,70,1150,N,N
200508,2nd Quarter,71,1150,Y,N
200508,1st Quarter,76,1150,Y,N
200508,1st Quarter,76,1150,Y,N
200508,1st Quarter,77,1150,N,N
200508,1st Quarter,80,1150,Y,Y
200508,1st Quarter,85,1150,N,N
200508,1st Quarter,86,1150,Y,N
200508,1st Quarter,89,1150,Y,N
200508,1st Quarter,89,1150,Y,Y
200508,Top 10%,92,1150,Y,Y
200508,Top 10%,92,1150,Y,Y
200508,Top 10%,93,1150,Y,N
200508,3rd Quarter,29,1160,N,N
200508,3rd Quarter,33,1160,Y,Y
200508,3rd Quarter,43,1160,Y,Y
200508,3rd Quarter,50,1160,Y,Y
200508,2nd Quarter,52,1160,Y,Y
200508,2nd Quarter,67,1160,Y,Y
200508,1st Quarter,76,1160,N,N
200508,1st Quarter,77,1160,N,N
200508,1st Quarter,86,1160,Y,Y
200508,1st Quarter,88,1160,Y,Y
200508,Top 10%,90,1160,Y,Y
200508,Top 10%,91,1160,Y,Y
200508,Top 10%,93,1160,Y,Y
200508,Top 10%,96,1160,Y,Y
200508,Top 10%,96,1160,Y,N
200508,Top 10%,98,1160,Y,Y
200508,3rd Quarter,48,1170,Y,Y
200508,2nd Quarter,67,1170,Y,N
200508,1st Quarter,82,1170,Y,Y
200508,1st Quarter,85,1170,Y,Y
200508,Top 10%,96,1170,Y,N
200508,Top 10%,98,1170,Y,Y
200508,2nd Quarter,74,1180,Y,Y
200508,Top 10%,93,1180,Y,Y
200508,Top 10%,94,1180,Y,Y
200508,Top 10%,97,1180,Y,Y
200508,Top 10%,97,1180,Y,N
200508,Top 10%,98,1180,Y,N
200508,Top 10%,98,1180,Y,Y
200508,2nd Quarter,61,1190,Y,Y
200508,2nd Quarter,69,1190,Y,Y
200508,2nd Quarter,69,1190,Y,Y
200508,1st Quarter,77,1190,Y,Y
200508,1st Quarter,79,1190,Y,Y
200508,1st Quarter,80,1190,N,N
200508,1st Quarter,87,1190,Y,Y
200508,1st Quarter,87,1190,Y,Y
200508,Top 10%,90,1190,Y,Y
200508,Top 10%,96,1190,Y,Y
200508,2nd Quarter,65,1200,Y,Y
200508,1st Quarter,78,1200,Y,Y
200508,Top 10%,93,1200,N,Y
200508,Top 10%,94,1200,Y,Y
200508,Top 10%,96,1200,Y,Y
200508,2nd Quarter,56,1210,Y,Y
200508,1st Quarter,79,1210,Y,N
200508,1st Quarter,83,1210,Y,Y
200508,1st Quarter,87,1210,Y,Y
200508,Top 10%,96,1210,Y,Y
200508,2nd Quarter,51,1220,N,Y
200508,2nd Quarter,61,1220,Y,Y
200508,2nd Quarter,61,1220,Y,N
200508,2nd Quarter,66,1220,Y,N
200508,2nd Quarter,74,1220,Y,N
200508,1st Quarter,84,1220,Y,N
200508,1st Quarter,86,1220,Y,N
200508,1st Quarter,87,1220,Y,Y
200508,Top 10%,94,1220,Y,Y
200508,Top 10%,95,1220,N,N
200508,Top 10%,96,1220,Y,Y
200508,Top 10%,98,1220,N,Y
200508,Top 10%,99,1220,N,N
200508,3rd Quarter,48,1230,Y,N
200508,2nd Quarter,61,1230,Y,Y
200508,2nd Quarter,66,1230,Y,Y
200508,1st Quarter,86,1230,Y,Y
200508,Top 10%,91,1230,Y,Y
200508,Top 10%,100,1230,Y,Y
200508,2nd Quarter,59,1240,Y,Y
200508,2nd Quarter,70,1240,Y,Y
200508,1st Quarter,86,1240,Y,Y
200508,1st Quarter,87,1240,Y,N
200508,2nd Quarter,75,1250,Y,N
200508,1st Quarter,89,1250,Y,Y
200508,Top 10%,97,1250,Y,Y
200508,2nd Quarter,63,1260,Y,Y
200508,1st Quarter,84,1260,Y,Y
200508,1st Quarter,86,1260,Y,Y
200508,Top 10%,92,1260,Y,Y
200508,Top 10%,95,1260,Y,Y
200508,Top 10%,96,1260,Y,Y
200508,1st Quarter,82,1270,Y,Y
200508,1st Quarter,88,1280,Y,Y
200508,1st Quarter,77,1290,Y,Y
200508,1st Quarter,87,1290,Y,N
200508,Top 10%,94,1290,Y,N
200508,2nd Quarter,68,1300,Y,Y
200508,Top 10%,92,1300,Y,Y
200508,Top 10%,93,1300,Y,N
200508,Top 10%,98,1300,Y,Y
200508,Top 10%,93,1310,Y,Y
200508,Top 10%,98,1310,Y,Y
200508,1st Quarter,80,1320,Y,Y
200508,Top 10%,99,1320,Y,Y
200508,Top 10%,94,1330,Y,Y
200508,1st Quarter,76,1340,Y,Y
200508,1st Quarter,84,1340,Y,Y
200508,Top 10%,96,1340,Y,Y
200508,1st Quarter,84,1360,Y,Y
200508,1st Quarter,87,1360,Y,Y
200508,1st Quarter,81,1380,Y,Y
200508,Top 10%,99,1400,Y,Y
200508,1st Quarter,86,1420,Y,Y
200508,Top 10%,99,1470,Y,Y
200608,2nd Quarter,61,590,Y,Y
200608,2nd Quarter,63,590,Y,N
200608,2nd Quarter,58,600,Y,N
200608,2nd Quarter,59,610,N,N
200608,1st Quarter,82,610,N,N
200608,2nd Quarter,65,630,Y,Y
200608,2nd Quarter,52,680,N,N
200608,3rd Quarter,44,690,Y,Y
200608,2nd Quarter,53,690,Y,Y
200608,2nd Quarter,64,690,Y,Y
200608,2nd Quarter,66,690,Y,Y
200608,2nd Quarter,71,690,N,N
200608,4th Quarter,25,700,Y,N
200608,2nd Quarter,56,700,Y,Y
200608,2nd Quarter,68,700,Y,N
200608,2nd Quarter,68,700,N,N
200608,1st Quarter,84,700,Y,Y
200608,4th Quarter,16,710,Y,N
200608,3rd Quarter,27,720,N,Y
200608,2nd Quarter,55,720,N,N
200608,3rd Quarter,48,730,N,N
200608,2nd Quarter,59,730,Y,Y
200608,2nd Quarter,60,730,N,N
200608,2nd Quarter,61,730,Y,Y
200608,1st Quarter,76,730,N,N
200608,1st Quarter,79,730,Y,Y
200608,3rd Quarter,47,740,Y,Y
200608,2nd Quarter,52,740,Y,Y
200608,2nd Quarter,52,740,N,N
200608,2nd Quarter,53,740,Y,Y
200608,2nd Quarter,55,740,Y,Y
200608,2nd Quarter,56,740,N,N
200608,2nd Quarter,58,740,Y,Y
200608,2nd Quarter,59,740,Y,Y
200608,2nd Quarter,59,740,Y,N
200608,2nd Quarter,62,740,Y,Y
200608,2nd Quarter,63,740,Y,N
200608,2nd Quarter,65,740,Y,Y
200608,2nd Quarter,68,740,Y,Y
200608,2nd Quarter,74,740,Y,Y
200608,1st Quarter,78,740,N,N
200608,1st Quarter,81,740,Y,Y
200608,2nd Quarter,55,750,Y,Y
200608,2nd Quarter,56,750,Y,Y
200608,2nd Quarter,66,750,Y,Y
200608,3rd Quarter,50,760,Y,N
200608,2nd Quarter,55,760,Y,Y
200608,2nd Quarter,55,760,N,N
200608,2nd Quarter,61,760,Y,Y
200608,1st Quarter,80,760,Y,Y
200608,3rd Quarter,50,770,Y,N
200608,2nd Quarter,54,770,Y,Y
200608,2nd Quarter,55,770,Y,N
200608,2nd Quarter,56,770,N,N
200608,2nd Quarter,57,770,Y,Y
200608,2nd Quarter,57,770,N,N
200608,2nd Quarter,67,770,Y,N
200608,2nd Quarter,72,770,Y,Y
200608,2nd Quarter,52,780,Y,Y
200608,2nd Quarter,55,780,Y,N
200608,2nd Quarter,55,780,Y,Y
200608,2nd Quarter,64,780,Y,Y
200608,2nd Quarter,70,780,Y,N
200608,2nd Quarter,73,780,Y,N
200608,1st Quarter,79,780,N,N
200608,3rd Quarter,41,790,Y,Y
200608,2nd Quarter,53,790,Y,Y
200608,2nd Quarter,53,790,N,N
200608,2nd Quarter,53,790,N,N
200608,2nd Quarter,54,790,Y,Y
200608,2nd Quarter,58,790,N,N
200608,2nd Quarter,59,790,Y,Y
200608,2nd Quarter,59,790,Y,Y
200608,2nd Quarter,60,790,Y,Y
200608,2nd Quarter,60,790,N,N
200608,2nd Quarter,67,790,N,N
200608,2nd Quarter,68,790,Y,Y
200608,2nd Quarter,70,790,Y,Y
200608,1st Quarter,80,790,N,Y
200608,1st Quarter,81,790,Y,Y
200608,1st Quarter,82,790,Y,N
200608,1st Quarter,83,790,N,N
200608,Top 10%,90,790,N,N
200608,Top 10%,92,790,Y,Y
200608,2nd Quarter,53,800,Y,N
200608,2nd Quarter,56,800,Y,Y
200608,2nd Quarter,59,800,Y,Y
200608,2nd Quarter,64,800,N,N
200608,2nd Quarter,68,800,Y,Y
200608,2nd Quarter,68,800,Y,N
200608,2nd Quarter,70,800,N,N
200608,2nd Quarter,71,800,Y,Y
200608,2nd Quarter,71,800,Y,Y
200608,1st Quarter,81,800,Y,Y
200608,1st Quarter,85,800,Y,Y
200608,Top 10%,93,800,Y,Y
200608,3rd Quarter,46,810,Y,Y
200608,2nd Quarter,53,810,Y,Y
200608,2nd Quarter,55,810,Y,Y
200608,2nd Quarter,56,810,Y,Y
200608,2nd Quarter,61,810,Y,Y
200608,2nd Quarter,68,810,Y,Y
200608,2nd Quarter,75,810,Y,Y
200608,1st Quarter,81,810,N,N
200608,3rd Quarter,48,820,Y,N
200608,2nd Quarter,57,820,Y,Y
200608,2nd Quarter,60,820,N,N
200608,2nd Quarter,60,820,N,N
200608,2nd Quarter,60,820,Y,Y
200608,2nd Quarter,66,820,Y,Y
200608,2nd Quarter,73,820,Y,N
200608,2nd Quarter,73,820,Y,Y
200608,1st Quarter,82,820,Y,Y
200608,1st Quarter,83,820,Y,Y
200608,3rd Quarter,33,830,Y,N
200608,2nd Quarter,52,830,Y,Y
200608,2nd Quarter,53,830,Y,Y
200608,2nd Quarter,54,830,Y,Y
200608,2nd Quarter,56,830,Y,Y
200608,2nd Quarter,57,830,Y,Y
200608,2nd Quarter,60,830,Y,N
200608,2nd Quarter,60,830,Y,Y
200608,2nd Quarter,60,830,Y,Y
200608,2nd Quarter,63,830,Y,Y
200608,2nd Quarter,65,830,Y,Y
200608,2nd Quarter,67,830,Y,Y
200608,2nd Quarter,67,830,Y,N
200608,2nd Quarter,68,830,Y,Y
200608,2nd Quarter,69,830,Y,N
200608,2nd Quarter,70,830,Y,Y
200608,2nd Quarter,71,830,N,N
200608,2nd Quarter,75,830,N,Y
200608,1st Quarter,76,830,Y,Y
200608,1st Quarter,77,830,Y,Y
200608,1st Quarter,77,830,Y,Y
200608,1st Quarter,80,830,Y,Y
200608,1st Quarter,82,830,Y,Y
200608,2nd Quarter,51,840,Y,Y
200608,2nd Quarter,54,840,Y,Y
200608,2nd Quarter,60,840,Y,N
200608,2nd Quarter,60,840,Y,N
200608,2nd Quarter,61,840,N,N
200608,2nd Quarter,61,840,Y,Y
200608,2nd Quarter,61,840,Y,Y
200608,2nd Quarter,61,840,Y,Y
200608,2nd Quarter,63,840,Y,Y
200608,2nd Quarter,68,840,Y,Y
200608,2nd Quarter,68,840,Y,N
200608,2nd Quarter,70,840,Y,Y
200608,2nd Quarter,70,840,Y,Y
200608,2nd Quarter,74,840,Y,N
200608,1st Quarter,85,840,Y,Y
200608,1st Quarter,89,840,Y,N
200608,3rd Quarter,37,850,Y,Y
200608,3rd Quarter,50,850,Y,Y
200608,2nd Quarter,54,850,Y,Y
200608,2nd Quarter,56,850,Y,Y
200608,2nd Quarter,60,850,Y,N
200608,2nd Quarter,60,850,Y,N
200608,2nd Quarter,61,850,N,N
200608,2nd Quarter,63,850,Y,N
200608,2nd Quarter,68,850,Y,N
200608,2nd Quarter,69,850,Y,Y
200608,2nd Quarter,69,850,Y,N
200608,2nd Quarter,72,850,Y,Y
200608,2nd Quarter,73,850,Y,Y
200608,1st Quarter,79,850,Y,Y
200608,1st Quarter,80,850,Y,Y
200608,1st Quarter,82,850,Y,N
200608,1st Quarter,83,850,Y,Y
200608,1st Quarter,83,850,Y,Y
200608,1st Quarter,87,850,Y,Y
200608,Top 10%,92,850,Y,Y
200608,3rd Quarter,45,860,Y,Y
200608,3rd Quarter,49,860,N,Y
200608,2nd Quarter,52,860,N,N
200608,2nd Quarter,52,860,Y,Y
200608,2nd Quarter,54,860,Y,Y
200608,2nd Quarter,55,860,Y,Y
200608,2nd Quarter,61,860,Y,Y
200608,2nd Quarter,63,860,Y,N
200608,2nd Quarter,70,860,Y,N
200608,2nd Quarter,71,860,Y,Y
200608,2nd Quarter,72,860,Y,N
200608,2nd Quarter,73,860,Y,Y
200608,1st Quarter,77,860,Y,Y
200608,1st Quarter,81,860,Y,Y
200608,1st Quarter,82,860,Y,Y
200608,1st Quarter,86,860,Y,Y
200608,4th Quarter,25,870,Y,Y
200608,3rd Quarter,31,870,N,N
200608,2nd Quarter,52,870,Y,Y
200608,2nd Quarter,52,870,Y,Y
200608,2nd Quarter,54,870,N,N
200608,2nd Quarter,55,870,Y,Y
200608,2nd Quarter,55,870,Y,Y
200608,2nd Quarter,56,870,N,N
200608,2nd Quarter,56,870,N,N
200608,2nd Quarter,57,870,Y,Y
200608,2nd Quarter,57,870,N,N
200608,2nd Quarter,57,870,N,Y
200608,2nd Quarter,57,870,Y,Y
200608,2nd Quarter,58,870,Y,N
200608,2nd Quarter,59,870,N,N
200608,2nd Quarter,60,870,Y,Y
200608,2nd Quarter,61,870,N,N
200608,2nd Quarter,61,870,Y,Y
200608,2nd Quarter,62,870,Y,Y
200608,2nd Quarter,62,870,Y,Y
200608,2nd Quarter,63,870,Y,N
200608,2nd Quarter,64,870,Y,N
200608,2nd Quarter,65,870,Y,N
200608,2nd Quarter,65,870,Y,N
200608,2nd Quarter,67,870,Y,N
200608,2nd Quarter,67,870,N,N
200608,2nd Quarter,68,870,N,N
200608,2nd Quarter,68,870,Y,Y
200608,2nd Quarter,68,870,Y,Y
200608,2nd Quarter,69,870,N,N
200608,2nd Quarter,69,870,N,N
200608,2nd Quarter,71,870,Y,N
200608,2nd Quarter,72,870,Y,Y
200608,2nd Quarter,72,870,Y,Y
200608,2nd Quarter,73,870,Y,Y
200608,2nd Quarter,74,870,Y,Y
200608,2nd Quarter,74,870,Y,Y
200608,2nd Quarter,75,870,Y,Y
200608,1st Quarter,76,870,Y,Y
200608,1st Quarter,77,870,N,N
200608,1st Quarter,78,870,Y,N
200608,1st Quarter,80,870,Y,N
200608,1st Quarter,80,870,Y,N
200608,1st Quarter,82,870,Y,Y
200608,1st Quarter,83,870,Y,Y
200608,1st Quarter,84,870,Y,N
200608,1st Quarter,84,870,Y,Y
200608,1st Quarter,86,870,Y,N
200608,1st Quarter,86,870,Y,N
200608,1st Quarter,87,870,N,N
200608,1st Quarter,88,870,Y,Y
200608,Top 10%,90,870,N,N
200608,Top 10%,90,870,Y,Y
200608,2nd Quarter,55,880,Y,Y
200608,2nd Quarter,57,880,Y,Y
200608,2nd Quarter,58,880,Y,Y
200608,2nd Quarter,65,880,Y,Y
200608,2nd Quarter,68,880,Y,Y
200608,2nd Quarter,69,880,Y,Y
200608,2nd Quarter,73,880,Y,N
200608,1st Quarter,76,880,Y,N
200608,1st Quarter,86,880,Y,Y
200608,1st Quarter,86,880,Y,Y
200608,1st Quarter,88,880,Y,Y
200608,3rd Quarter,38,890,N,N
200608,3rd Quarter,45,890,Y,Y
200608,2nd Quarter,51,890,Y,Y
200608,2nd Quarter,52,890,Y,Y
200608,2nd Quarter,56,890,Y,Y
200608,2nd Quarter,59,890,Y,Y
200608,2nd Quarter,61,890,Y,Y
200608,2nd Quarter,62,890,Y,Y
200608,2nd Quarter,62,890,Y,N
200608,2nd Quarter,63,890,Y,N
200608,2nd Quarter,64,890,Y,N
200608,2nd Quarter,66,890,Y,Y
200608,2nd Quarter,69,890,Y,Y
200608,2nd Quarter,70,890,Y,Y
200608,2nd Quarter,70,890,Y,N
200608,2nd Quarter,70,890,Y,Y
200608,1st Quarter,76,890,Y,Y
200608,1st Quarter,76,890,Y,Y
200608,1st Quarter,80,890,Y,Y
200608,4th Quarter,25,900,Y,N
200608,3rd Quarter,43,900,Y,Y
200608,3rd Quarter,46,900,N,N
200608,2nd Quarter,52,900,Y,N
200608,2nd Quarter,54,900,N,N
200608,2nd Quarter,57,900,Y,Y
200608,2nd Quarter,58,900,Y,Y
200608,2nd Quarter,58,900,Y,Y
200608,2nd Quarter,59,900,Y,N
200608,2nd Quarter,63,900,Y,Y
200608,2nd Quarter,64,900,Y,Y
200608,2nd Quarter,64,900,Y,Y
200608,2nd Quarter,65,900,Y,Y
200608,2nd Quarter,66,900,Y,N
200608,2nd Quarter,67,900,Y,Y
200608,2nd Quarter,70,900,Y,Y
200608,2nd Quarter,71,900,Y,Y
200608,2nd Quarter,72,900,Y,Y
200608,2nd Quarter,73,900,Y,N
200608,2nd Quarter,73,900,N,N
200608,1st Quarter,76,900,Y,Y
200608,1st Quarter,79,900,Y,Y
200608,1st Quarter,80,900,Y,N
200608,1st Quarter,80,900,Y,Y
200608,1st Quarter,86,900,N,N
200608,Top 10%,90,900,Y,Y
200608,3rd Quarter,34,910,Y,Y
200608,3rd Quarter,46,910,N,N
200608,3rd Quarter,46,910,Y,N
200608,3rd Quarter,50,910,Y,Y
200608,3rd Quarter,50,910,N,N
200608,3rd Quarter,50,910,Y,Y
200608,2nd Quarter,51,910,N,N
200608,2nd Quarter,51,910,Y,Y
200608,2nd Quarter,52,910,Y,Y
200608,2nd Quarter,52,910,N,N
200608,2nd Quarter,53,910,Y,N
200608,2nd Quarter,53,910,Y,Y
200608,2nd Quarter,53,910,Y,Y
200608,2nd Quarter,55,910,Y,Y
200608,2nd Quarter,55,910,Y,N
200608,2nd Quarter,56,910,N,N
200608,2nd Quarter,56,910,N,N
200608,2nd Quarter,57,910,N,N
200608,2nd Quarter,57,910,N,N
200608,2nd Quarter,58,910,Y,Y
200608,2nd Quarter,58,910,N,N
200608,2nd Quarter,58,910,Y,Y
200608,2nd Quarter,58,910,Y,N
200608,2nd Quarter,58,910,Y,Y
200608,2nd Quarter,60,910,Y,Y
200608,2nd Quarter,61,910,Y,Y
200608,2nd Quarter,62,910,Y,N
200608,2nd Quarter,62,910,Y,Y
200608,2nd Quarter,62,910,Y,N
200608,2nd Quarter,63,910,Y,Y
200608,2nd Quarter,64,910,N,N
200608,2nd Quarter,65,910,Y,Y
200608,2nd Quarter,65,910,Y,N
200608,2nd Quarter,65,910,Y,N
200608,2nd Quarter,66,910,N,N
200608,2nd Quarter,67,910,N,N
200608,2nd Quarter,68,910,Y,Y
200608,2nd Quarter,68,910,Y,Y
200608,2nd Quarter,69,910,N,N
200608,2nd Quarter,69,910,Y,N
200608,2nd Quarter,70,910,N,Y
200608,2nd Quarter,70,910,Y,Y
200608,2nd Quarter,70,910,N,N
200608,2nd Quarter,71,910,Y,Y
200608,2nd Quarter,72,910,N,N
200608,2nd Quarter,72,910,Y,N
200608,2nd Quarter,73,910,N,N
200608,2nd Quarter,74,910,Y,Y
200608,2nd Quarter,74,910,N,N
200608,2nd Quarter,74,910,Y,Y
200608,2nd Quarter,75,910,Y,Y
200608,2nd Quarter,75,910,Y,Y
200608,1st Quarter,76,910,N,N
200608,1st Quarter,76,910,Y,Y
200608,1st Quarter,76,910,Y,Y
200608,1st Quarter,77,910,Y,Y
200608,1st Quarter,77,910,Y,Y
200608,1st Quarter,78,910,N,N
200608,1st Quarter,78,910,Y,Y
200608,1st Quarter,78,910,Y,Y
200608,1st Quarter,79,910,Y,Y
200608,1st Quarter,79,910,Y,N
200608,1st Quarter,79,910,Y,Y
200608,1st Quarter,80,910,Y,Y
200608,1st Quarter,82,910,Y,Y
200608,1st Quarter,87,910,Y,Y
200608,1st Quarter,87,910,Y,Y
200608,Top 10%,91,910,Y,Y
200608,Top 10%,93,910,Y,Y
200608,Top 10%,93,910,Y,Y
200608,Top 10%,99,910,Y,Y
200608,3rd Quarter,44,920,N,N
200608,3rd Quarter,48,920,N,N
200608,3rd Quarter,50,920,Y,Y
200608,3rd Quarter,50,920,N,N
200608,3rd Quarter,50,920,N,N
200608,2nd Quarter,51,920,Y,Y
200608,2nd Quarter,63,920,Y,Y
200608,2nd Quarter,67,920,Y,Y
200608,2nd Quarter,68,920,N,N
200608,2nd Quarter,69,920,Y,Y
200608,2nd Quarter,73,920,Y,Y
200608,2nd Quarter,73,920,Y,Y
200608,2nd Quarter,73,920,Y,Y
200608,2nd Quarter,75,920,Y,Y
200608,2nd Quarter,75,920,Y,Y
200608,1st Quarter,79,920,Y,N
200608,1st Quarter,85,920,Y,N
200608,Top 10%,91,920,Y,Y
200608,Top 10%,98,920,Y,Y
200608,3rd Quarter,35,930,N,N
200608,3rd Quarter,35,930,Y,Y
200608,3rd Quarter,36,930,N,N
200608,3rd Quarter,37,930,Y,N
200608,3rd Quarter,47,930,Y,N
200608,3rd Quarter,48,930,Y,Y
200608,2nd Quarter,51,930,Y,Y
200608,2nd Quarter,52,930,N,N
200608,2nd Quarter,56,930,Y,Y
200608,2nd Quarter,62,930,Y,Y
200608,2nd Quarter,62,930,Y,Y
200608,2nd Quarter,63,930,Y,Y
200608,2nd Quarter,64,930,Y,N
200608,2nd Quarter,68,930,Y,Y
200608,2nd Quarter,70,930,Y,Y
200608,2nd Quarter,70,930,N,N
200608,2nd Quarter,70,930,N,N
200608,2nd Quarter,74,930,Y,Y
