TERM,QUARTER,PERCENTILE,SAT,1st_Spring,2nd_Fall
201008,3rd Quarter,47,980,Y,Y
201008,2nd Quarter,52,980,Y,Y
201008,2nd Quarter,60,980,Y,N
201008,2nd Quarter,62,980,N,N
201008,2nd Quarter,71,980,Y,N
201008,2nd Quarter,71,980,Y,Y
201008,2nd Quarter,71,980,Y,Y
201008,2nd Quarter,72,980,Y,Y
201008,2nd Quarter,72,980,N,N
201008,2nd Quarter,73,980,N,N
201008,2nd Quarter,75,980,Y,N
201008,1st Quarter,76,980,Y,N
201008,1st Quarter,80,980,Y,Y
201008,1st Quarter,80,980,Y,Y
201008,1st Quarter,81,980,Y,Y
201008,1st Quarter,82,980,Y,Y
201008,1st Quarter,85,980,Y,Y
201008,1st Quarter,88,980,Y,Y
201008,1st Quarter,88,980,Y,N
201008,Top 10%,92,980,Y,Y
201008,Top 10%,92,980,Y,Y
201008,Top 10%,92,980,Y,Y
201008,Top 10%,95,980,Y,N
201008,Top 10%,95,980,Y,Y
201008,Top 10%,99,980,Y,Y
201008,3rd Quarter,30,990,Y,N
201008,3rd Quarter,33,990,Y,Y
201008,3rd Quarter,35,990,Y,N
201008,3rd Quarter,38,990,Y,Y
201008,3rd Quarter,38,990,N,N
201008,3rd Quarter,39,990,Y,Y
201008,3rd Quarter,41,990,Y,Y
201008,3rd Quarter,42,990,N,N
201008,3rd Quarter,42,990,Y,Y
201008,3rd Quarter,43,990,Y,Y
201008,3rd Quarter,44,990,Y,Y
201008,3rd Quarter,44,990,N,N
201008,3rd Quarter,45,990,Y,Y
201008,3rd Quarter,48,990,Y,Y
201008,3rd Quarter,50,990,Y,Y
201008,3rd Quarter,50,990,Y,N
201008,2nd Quarter,51,990,Y,Y
201008,2nd Quarter,51,990,Y,Y
201008,2nd Quarter,52,990,Y,Y
201008,2nd Quarter,52,990,Y,N
201008,2nd Quarter,52,990,Y,N
201008,2nd Quarter,53,990,Y,Y
201008,2nd Quarter,58,990,Y,N
201008,2nd Quarter,61,990,Y,Y
201008,2nd Quarter,62,990,Y,N
201008,2nd Quarter,62,990,N,N
201008,2nd Quarter,63,990,Y,N
201008,2nd Quarter,64,990,N,N
201008,2nd Quarter,65,990,Y,Y
201008,2nd Quarter,66,990,Y,Y
201008,2nd Quarter,67,990,Y,N
201008,2nd Quarter,67,990,Y,Y
201008,2nd Quarter,69,990,Y,Y
201008,2nd Quarter,70,990,Y,Y
201008,2nd Quarter,71,990,Y,Y
201008,2nd Quarter,71,990,Y,Y
201008,2nd Quarter,71,990,Y,N
201008,2nd Quarter,72,990,Y,Y
201008,2nd Quarter,73,990,Y,Y
201008,2nd Quarter,74,990,Y,Y
201008,2nd Quarter,75,990,Y,Y
201008,2nd Quarter,75,990,Y,Y
201008,2nd Quarter,75,990,Y,Y
201008,1st Quarter,77,990,N,N
201008,1st Quarter,82,990,Y,N
201008,1st Quarter,82,990,Y,Y
201008,1st Quarter,82,990,Y,Y
201008,1st Quarter,83,990,Y,Y
201008,1st Quarter,83,990,N,N
201008,1st Quarter,85,990,Y,Y
201008,1st Quarter,85,990,Y,Y
201008,1st Quarter,85,990,Y,Y
201008,1st Quarter,86,990,Y,Y
201008,1st Quarter,87,990,Y,Y
201008,1st Quarter,87,990,Y,Y
201008,1st Quarter,87,990,Y,Y
201008,1st Quarter,88,990,Y,Y
201008,1st Quarter,88,990,Y,Y
201008,1st Quarter,88,990,Y,Y
201008,Top 10%,91,990,Y,Y
201008,Top 10%,92,990,Y,Y
201008,Top 10%,93,990,Y,Y
201008,Top 10%,93,990,Y,Y
201008,4th Quarter,21,1000,N,Y
201008,3rd Quarter,32,1000,Y,Y
201008,3rd Quarter,34,1000,Y,Y
201008,3rd Quarter,34,1000,Y,Y
201008,3rd Quarter,40,1000,Y,N
201008,3rd Quarter,40,1000,Y,Y
201008,3rd Quarter,46,1000,N,N
201008,3rd Quarter,47,1000,N,N
201008,2nd Quarter,53,1000,Y,Y
201008,2nd Quarter,54,1000,Y,N
201008,2nd Quarter,57,1000,Y,Y
201008,2nd Quarter,63,1000,Y,Y
201008,2nd Quarter,64,1000,Y,N
201008,2nd Quarter,65,1000,Y,Y
201008,2nd Quarter,73,1000,Y,Y
201008,2nd Quarter,74,1000,Y,Y
201008,1st Quarter,76,1000,Y,Y
201008,1st Quarter,76,1000,Y,Y
201008,1st Quarter,88,1000,Y,Y
201008,1st Quarter,89,1000,Y,Y
201008,Top 10%,90,1000,Y,N
201008,Top 10%,97,1000,Y,Y
201008,3rd Quarter,27,1010,Y,N
201008,3rd Quarter,46,1010,N,N
201008,3rd Quarter,50,1010,Y,Y
201008,2nd Quarter,51,1010,Y,Y
201008,2nd Quarter,53,1010,N,N
201008,2nd Quarter,53,1010,Y,Y
201008,2nd Quarter,58,1010,Y,Y
201008,2nd Quarter,67,1010,Y,N
201008,2nd Quarter,67,1010,Y,Y
201008,2nd Quarter,68,1010,N,N
201008,2nd Quarter,69,1010,Y,Y
201008,2nd Quarter,75,1010,Y,N
201008,1st Quarter,76,1010,Y,N
201008,1st Quarter,76,1010,Y,Y
201008,1st Quarter,77,1010,Y,Y
201008,1st Quarter,77,1010,Y,N
201008,1st Quarter,78,1010,Y,Y
201008,1st Quarter,80,1010,Y,Y
201008,1st Quarter,80,1010,Y,Y
201008,1st Quarter,80,1010,Y,Y
201008,1st Quarter,81,1010,Y,Y
201008,1st Quarter,81,1010,Y,Y
201008,1st Quarter,81,1010,Y,N
201008,1st Quarter,83,1010,Y,Y
201008,1st Quarter,86,1010,Y,Y
201008,1st Quarter,87,1010,Y,Y
201008,1st Quarter,88,1010,Y,Y
201008,Top 10%,90,1010,Y,Y
201008,Top 10%,92,1010,Y,Y
201008,Top 10%,92,1010,Y,Y
201008,3rd Quarter,26,1020,Y,Y
201008,3rd Quarter,38,1020,Y,Y
201008,3rd Quarter,44,1020,Y,N
201008,3rd Quarter,47,1020,Y,N
201008,3rd Quarter,48,1020,Y,Y
201008,3rd Quarter,48,1020,N,N
201008,3rd Quarter,49,1020,Y,Y
201008,3rd Quarter,50,1020,Y,Y
201008,2nd Quarter,55,1020,Y,Y
201008,2nd Quarter,56,1020,Y,Y
201008,2nd Quarter,58,1020,Y,Y
201008,2nd Quarter,59,1020,N,N
201008,2nd Quarter,60,1020,Y,Y
201008,2nd Quarter,60,1020,Y,Y
201008,2nd Quarter,62,1020,Y,Y
201008,2nd Quarter,63,1020,Y,Y
201008,2nd Quarter,66,1020,Y,N
201008,2nd Quarter,67,1020,Y,Y
201008,2nd Quarter,67,1020,N,N
201008,2nd Quarter,69,1020,Y,Y
201008,2nd Quarter,69,1020,Y,Y
201008,2nd Quarter,70,1020,Y,Y
201008,2nd Quarter,72,1020,N,N
201008,2nd Quarter,72,1020,Y,Y
201008,2nd Quarter,73,1020,Y,Y
201008,1st Quarter,79,1020,Y,Y
201008,1st Quarter,79,1020,Y,Y
201008,1st Quarter,87,1020,Y,Y
201008,1st Quarter,87,1020,Y,N
201008,1st Quarter,88,1020,Y,Y
201008,1st Quarter,88,1020,Y,Y
201008,1st Quarter,88,1020,Y,N
201008,1st Quarter,89,1020,Y,Y
201008,Top 10%,95,1020,Y,Y
201008,4th Quarter,12,1030,Y,Y
201008,4th Quarter,15,1030,N,N
201008,3rd Quarter,30,1030,N,N
201008,3rd Quarter,31,1030,Y,Y
201008,3rd Quarter,33,1030,Y,Y
201008,3rd Quarter,33,1030,Y,N
201008,3rd Quarter,34,1030,Y,Y
201008,3rd Quarter,34,1030,Y,Y
201008,3rd Quarter,35,1030,Y,Y
201008,3rd Quarter,37,1030,Y,N
201008,3rd Quarter,40,1030,Y,Y
201008,3rd Quarter,41,1030,Y,Y
201008,3rd Quarter,42,1030,Y,Y
201008,3rd Quarter,43,1030,Y,Y
201008,3rd Quarter,47,1030,Y,Y
201008,3rd Quarter,48,1030,Y,Y
201008,3rd Quarter,50,1030,Y,Y
201008,2nd Quarter,54,1030,N,N
201008,2nd Quarter,58,1030,Y,N
201008,2nd Quarter,60,1030,Y,N
201008,2nd Quarter,61,1030,Y,Y
201008,2nd Quarter,61,1030,Y,Y
201008,2nd Quarter,62,1030,Y,N
201008,2nd Quarter,63,1030,Y,Y
201008,2nd Quarter,63,1030,Y,Y
201008,2nd Quarter,66,1030,Y,Y
201008,2nd Quarter,66,1030,Y,Y
201008,2nd Quarter,68,1030,Y,Y
201008,2nd Quarter,68,1030,Y,Y
201008,2nd Quarter,69,1030,Y,Y
201008,2nd Quarter,69,1030,Y,Y
201008,2nd Quarter,69,1030,Y,Y
201008,2nd Quarter,70,1030,Y,Y
201008,2nd Quarter,70,1030,Y,N
201008,2nd Quarter,70,1030,Y,N
201008,2nd Quarter,72,1030,N,N
201008,2nd Quarter,74,1030,Y,Y
201008,2nd Quarter,74,1030,Y,Y
201008,2nd Quarter,75,1030,Y,N
201008,1st Quarter,78,1030,Y,Y
201008,1st Quarter,78,1030,N,N
201008,1st Quarter,79,1030,Y,Y
201008,1st Quarter,79,1030,Y,Y
201008,1st Quarter,79,1030,Y,N
201008,1st Quarter,82,1030,Y,Y
201008,1st Quarter,83,1030,Y,N
201008,1st Quarter,83,1030,Y,Y
201008,1st Quarter,84,1030,Y,Y
201008,1st Quarter,84,1030,Y,Y
201008,1st Quarter,85,1030,Y,Y
201008,1st Quarter,85,1030,Y,Y
201008,1st Quarter,85,1030,Y,Y
201008,1st Quarter,85,1030,Y,Y
201008,1st Quarter,86,1030,N,N
201008,1st Quarter,87,1030,Y,Y
201008,1st Quarter,88,1030,Y,Y
201008,1st Quarter,88,1030,N,N
201008,1st Quarter,89,1030,Y,Y
201008,Top 10%,90,1030,Y,N
201008,Top 10%,91,1030,Y,N
201008,Top 10%,91,1030,Y,Y
201008,Top 10%,97,1030,Y,Y
201008,4th Quarter,13,1040,Y,Y
201008,4th Quarter,15,1040,N,N
201008,3rd Quarter,36,1040,N,N
201008,3rd Quarter,45,1040,Y,N
201008,3rd Quarter,49,1040,Y,N
201008,3rd Quarter,49,1040,N,Y
201008,2nd Quarter,59,1040,Y,Y
201008,2nd Quarter,63,1040,Y,N
201008,2nd Quarter,64,1040,Y,Y
201008,2nd Quarter,67,1040,Y,Y
201008,2nd Quarter,68,1040,Y,Y
201008,2nd Quarter,69,1040,N,N
201008,2nd Quarter,69,1040,Y,Y
201008,2nd Quarter,69,1040,Y,N
201008,2nd Quarter,74,1040,Y,Y
201008,1st Quarter,76,1040,Y,Y
201008,1st Quarter,77,1040,Y,Y
201008,1st Quarter,77,1040,Y,Y
201008,1st Quarter,79,1040,Y,Y
201008,1st Quarter,83,1040,Y,Y
201008,1st Quarter,83,1040,Y,Y
201008,1st Quarter,83,1040,Y,Y
201008,1st Quarter,88,1040,Y,Y
201008,1st Quarter,89,1040,Y,Y
201008,Top 10%,90,1040,Y,Y
201008,Top 10%,92,1040,Y,Y
201008,Top 10%,96,1040,Y,Y
201008,4th Quarter,16,1050,N,Y
201008,3rd Quarter,29,1050,Y,Y
201008,3rd Quarter,35,1050,Y,N
201008,3rd Quarter,36,1050,N,N
201008,3rd Quarter,39,1050,Y,Y
201008,2nd Quarter,59,1050,N,N
201008,2nd Quarter,61,1050,N,N
201008,2nd Quarter,62,1050,Y,Y
201008,2nd Quarter,63,1050,Y,N
201008,2nd Quarter,67,1050,Y,Y
201008,2nd Quarter,71,1050,Y,N
201008,2nd Quarter,72,1050,Y,N
201008,2nd Quarter,73,1050,Y,N
201008,1st Quarter,80,1050,Y,Y
201008,1st Quarter,84,1050,Y,Y
201008,1st Quarter,86,1050,N,N
201008,1st Quarter,89,1050,Y,Y
201008,1st Quarter,89,1050,Y,Y
201008,Top 10%,90,1050,Y,Y
201008,Top 10%,90,1050,Y,Y
201008,Top 10%,91,1050,Y,Y
201008,Top 10%,98,1050,Y,N
201008,Top 10%,99,1050,Y,Y
201008,2nd Quarter,52,1060,Y,Y
201008,2nd Quarter,60,1060,Y,N
201008,2nd Quarter,60,1060,N,N
201008,2nd Quarter,66,1060,Y,N
201008,2nd Quarter,70,1060,Y,Y
201008,2nd Quarter,73,1060,N,N
201008,2nd Quarter,73,1060,Y,Y
201008,1st Quarter,76,1060,N,Y
201008,1st Quarter,78,1060,N,N
201008,1st Quarter,78,1060,Y,Y
201008,1st Quarter,80,1060,Y,N
201008,1st Quarter,80,1060,Y,Y
201008,1st Quarter,85,1060,Y,Y
201008,1st Quarter,85,1060,Y,N
201008,1st Quarter,85,1060,Y,Y
201008,1st Quarter,88,1060,Y,Y
201008,1st Quarter,88,1060,Y,Y
201008,1st Quarter,88,1060,Y,Y
201008,Top 10%,94,1060,Y,Y
201008,Top 10%,94,1060,Y,Y
201008,4th Quarter,19,1070,Y,N
201008,4th Quarter,21,1070,N,N
201008,3rd Quarter,29,1070,Y,N
201008,3rd Quarter,31,1070,Y,Y
201008,3rd Quarter,33,1070,Y,N
201008,3rd Quarter,33,1070,Y,N
201008,3rd Quarter,40,1070,Y,Y
201008,3rd Quarter,45,1070,Y,Y
201008,3rd Quarter,46,1070,N,N
201008,3rd Quarter,46,1070,Y,Y
201008,2nd Quarter,55,1070,Y,Y
201008,2nd Quarter,56,1070,Y,Y
201008,2nd Quarter,58,1070,Y,N
201008,2nd Quarter,61,1070,Y,Y
201008,2nd Quarter,62,1070,Y,Y
201008,2nd Quarter,68,1070,Y,Y
201008,2nd Quarter,69,1070,N,N
201008,2nd Quarter,69,1070,Y,Y
201008,2nd Quarter,69,1070,Y,Y
201008,2nd Quarter,70,1070,Y,Y
201008,2nd Quarter,73,1070,Y,Y
201008,2nd Quarter,73,1070,Y,Y
201008,1st Quarter,76,1070,Y,N
201008,1st Quarter,77,1070,Y,N
201008,1st Quarter,78,1070,Y,Y
201008,1st Quarter,79,1070,Y,N
201008,1st Quarter,79,1070,Y,Y
201008,1st Quarter,81,1070,Y,Y
201008,1st Quarter,81,1070,Y,Y
201008,1st Quarter,82,1070,N,N
201008,1st Quarter,83,1070,Y,Y
201008,1st Quarter,83,1070,N,N
201008,1st Quarter,83,1070,Y,Y
201008,1st Quarter,84,1070,Y,Y
201008,1st Quarter,85,1070,Y,Y
201008,1st Quarter,86,1070,Y,Y
201008,1st Quarter,86,1070,Y,Y
201008,1st Quarter,86,1070,Y,Y
201008,1st Quarter,89,1070,Y,Y
201008,Top 10%,91,1070,Y,Y
201008,Top 10%,91,1070,Y,Y
201008,Top 10%,92,1070,Y,N
201008,Top 10%,92,1070,Y,Y
201008,Top 10%,92,1070,Y,Y
201008,Top 10%,93,1070,Y,Y
201008,Top 10%,93,1070,Y,N
201008,Top 10%,93,1070,Y,Y
201008,Top 10%,95,1070,Y,Y
201008,Top 10%,95,1070,Y,Y
201008,Top 10%,97,1070,Y,Y
201008,4th Quarter,13,1080,Y,N
201008,4th Quarter,14,1080,Y,Y
201008,3rd Quarter,30,1080,Y,N
201008,3rd Quarter,49,1080,Y,Y
201008,2nd Quarter,55,1080,Y,N
201008,2nd Quarter,56,1080,Y,Y
201008,2nd Quarter,56,1080,Y,N
201008,2nd Quarter,69,1080,N,N
201008,2nd Quarter,72,1080,Y,N
201008,2nd Quarter,73,1080,N,N
201008,1st Quarter,77,1080,Y,N
201008,1st Quarter,77,1080,Y,Y
201008,1st Quarter,88,1080,Y,Y
201008,1st Quarter,89,1080,Y,Y
201008,Top 10%,90,1080,Y,Y
201008,3rd Quarter,30,1090,Y,Y
201008,3rd Quarter,50,1090,Y,Y
201008,3rd Quarter,50,1090,Y,Y
201008,2nd Quarter,59,1090,N,N
201008,2nd Quarter,60,1090,N,N
201008,2nd Quarter,70,1090,Y,Y
201008,2nd Quarter,71,1090,N,N
201008,1st Quarter,76,1090,Y,Y
201008,1st Quarter,77,1090,Y,Y
201008,1st Quarter,77,1090,N,N
201008,1st Quarter,80,1090,Y,Y
201008,1st Quarter,81,1090,Y,Y
201008,1st Quarter,82,1090,N,N
201008,1st Quarter,84,1090,Y,Y
201008,1st Quarter,87,1090,Y,Y
201008,1st Quarter,87,1090,Y,Y
201008,1st Quarter,88,1090,Y,Y
201008,Top 10%,97,1090,Y,Y
201008,2nd Quarter,70,1100,Y,N
201008,2nd Quarter,71,1100,Y,Y
201008,1st Quarter,77,1100,N,N
201008,1st Quarter,88,1100,Y,Y
201008,Top 10%,90,1100,Y,Y
201008,Top 10%,91,1100,Y,Y
201008,Top 10%,92,1100,Y,Y
201008,Top 10%,95,1100,Y,Y
201008,4th Quarter,9,1110,Y,Y
201008,4th Quarter,11,1110,N,N
201008,4th Quarter,15,1110,Y,N
201008,4th Quarter,19,1110,Y,N
201008,4th Quarter,20,1110,Y,N
201008,3rd Quarter,27,1110,Y,Y
201008,3rd Quarter,37,1110,N,N
201008,3rd Quarter,40,1110,Y,Y
201008,3rd Quarter,41,1110,Y,N
201008,3rd Quarter,44,1110,Y,N
201008,3rd Quarter,44,1110,Y,Y
201008,3rd Quarter,47,1110,Y,Y
201008,3rd Quarter,49,1110,Y,Y
201008,3rd Quarter,50,1110,Y,Y
201008,2nd Quarter,51,1110,Y,Y
201008,2nd Quarter,55,1110,Y,N
201008,2nd Quarter,63,1110,N,N
201008,2nd Quarter,63,1110,Y,Y
201008,2nd Quarter,64,1110,Y,Y
201008,2nd Quarter,67,1110,Y,Y
201008,2nd Quarter,69,1110,Y,Y
201008,2nd Quarter,70,1110,Y,Y
201008,2nd Quarter,70,1110,Y,Y
201008,2nd Quarter,71,1110,Y,Y
201008,2nd Quarter,71,1110,N,N
201008,2nd Quarter,71,1110,N,N
201008,2nd Quarter,73,1110,Y,Y
201008,2nd Quarter,74,1110,Y,Y
201008,2nd Quarter,74,1110,Y,Y
201008,2nd Quarter,74,1110,N,N
201008,2nd Quarter,75,1110,Y,Y
201008,1st Quarter,76,1110,Y,Y
201008,1st Quarter,77,1110,Y,Y
201008,1st Quarter,77,1110,N,N
201008,1st Quarter,81,1110,Y,N
201008,1st Quarter,82,1110,Y,Y
201008,1st Quarter,83,1110,Y,Y
201008,1st Quarter,83,1110,Y,Y
201008,1st Quarter,85,1110,N,N
201008,1st Quarter,87,1110,Y,Y
201008,1st Quarter,88,1110,Y,Y
201008,1st Quarter,88,1110,Y,Y
201008,Top 10%,90,1110,Y,Y
201008,Top 10%,90,1110,Y,Y
201008,Top 10%,91,1110,Y,Y
201008,Top 10%,91,1110,Y,Y
201008,Top 10%,92,1110,N,N
201008,Top 10%,92,1110,Y,Y
201008,Top 10%,93,1110,Y,Y
201008,Top 10%,94,1110,N,N
201008,Top 10%,98,1110,Y,Y
201008,Top 10%,99,1110,Y,Y
201008,Top 10%,100,1110,Y,Y
201008,4th Quarter,23,1120,Y,Y
201008,3rd Quarter,29,1120,Y,N
201008,3rd Quarter,40,1120,Y,Y
201008,3rd Quarter,44,1120,N,N
201008,2nd Quarter,60,1120,Y,Y
201008,2nd Quarter,67,1120,Y,Y
201008,1st Quarter,77,1120,Y,Y
201008,1st Quarter,81,1120,Y,Y
201008,1st Quarter,81,1120,Y,Y
201008,1st Quarter,83,1120,Y,Y
201008,1st Quarter,84,1120,Y,Y
201008,1st Quarter,85,1120,Y,Y
201008,1st Quarter,85,1120,Y,Y
201008,1st Quarter,87,1120,Y,N
201008,Top 10%,90,1120,Y,Y
201008,Top 10%,93,1120,Y,Y
201008,Top 10%,93,1120,Y,Y
201008,Top 10%,95,1120,Y,Y
201008,Top 10%,96,1120,Y,Y
201008,Top 10%,97,1120,Y,Y
201008,4th Quarter,20,1130,N,N
201008,3rd Quarter,50,1130,Y,Y
201008,2nd Quarter,60,1130,N,N
201008,2nd Quarter,68,1130,N,N
201008,1st Quarter,79,1130,Y,Y
201008,1st Quarter,88,1130,Y,Y
201008,Top 10%,90,1130,Y,Y
201008,Top 10%,93,1130,Y,Y
201008,Top 10%,99,1130,Y,N
201008,3rd Quarter,41,1140,N,Y
201008,3rd Quarter,47,1140,Y,N
201008,2nd Quarter,55,1140,Y,Y
201008,2nd Quarter,60,1140,Y,Y
201008,2nd Quarter,66,1140,Y,Y
201008,2nd Quarter,71,1140,Y,Y
201008,2nd Quarter,73,1140,N,N
201008,1st Quarter,80,1140,Y,N
201008,1st Quarter,89,1140,Y,Y
201008,Top 10%,91,1140,Y,Y
201008,Top 10%,92,1140,Y,Y
201008,Top 10%,95,1140,Y,Y
201008,Top 10%,98,1140,N,N
201008,4th Quarter,11,1150,Y,Y
201008,3rd Quarter,42,1150,Y,Y
201008,3rd Quarter,48,1150,Y,Y
201008,2nd Quarter,53,1150,Y,Y
201008,2nd Quarter,54,1150,Y,Y
201008,2nd Quarter,56,1150,Y,Y
201008,2nd Quarter,65,1150,N,N
201008,2nd Quarter,68,1150,N,N
201008,2nd Quarter,69,1150,Y,Y
201008,2nd Quarter,70,1150,Y,Y
201008,2nd Quarter,72,1150,Y,Y
201008,2nd Quarter,73,1150,Y,Y
201008,1st Quarter,76,1150,Y,N
201008,1st Quarter,78,1150,N,N
201008,1st Quarter,79,1150,Y,N
201008,1st Quarter,79,1150,Y,Y
201008,1st Quarter,79,1150,Y,Y
201008,1st Quarter,80,1150,N,N
201008,1st Quarter,81,1150,Y,Y
201008,1st Quarter,81,1150,Y,Y
201008,1st Quarter,82,1150,N,Y
201008,1st Quarter,83,1150,Y,Y
201008,1st Quarter,85,1150,Y,Y
201008,1st Quarter,89,1150,N,N
201008,Top 10%,90,1150,Y,Y
201008,Top 10%,91,1150,Y,N
201008,Top 10%,91,1150,Y,Y
201008,Top 10%,93,1150,Y,Y
201008,Top 10%,93,1150,Y,Y
201008,Top 10%,94,1150,Y,Y
201008,Top 10%,97,1150,Y,Y
201008,Top 10%,98,1150,Y,Y
201008,4th Quarter,17,1160,Y,Y
201008,2nd Quarter,68,1160,Y,Y
201008,2nd Quarter,71,1160,Y,Y
201008,2nd Quarter,72,1160,Y,Y
201008,1st Quarter,82,1160,Y,Y
201008,1st Quarter,84,1160,Y,Y
201008,1st Quarter,86,1160,Y,Y
201008,1st Quarter,86,1160,N,N
201008,Top 10%,98,1160,Y,Y
201008,2nd Quarter,51,1170,Y,Y
201008,2nd Quarter,71,1170,Y,Y
201008,1st Quarter,77,1170,Y,Y
201008,1st Quarter,78,1170,Y,Y
201008,1st Quarter,83,1170,Y,Y
201008,1st Quarter,86,1170,Y,Y
201008,1st Quarter,87,1170,Y,Y
201008,1st Quarter,89,1170,Y,N
201008,Top 10%,93,1170,Y,Y
201008,Top 10%,95,1170,Y,Y
201008,Top 10%,96,1170,Y,N
201008,4th Quarter,9,1180,Y,N
201008,3rd Quarter,45,1180,N,N
201008,2nd Quarter,72,1180,N,N
201008,1st Quarter,80,1180,Y,Y
201008,1st Quarter,84,1180,Y,Y
201008,1st Quarter,85,1180,Y,Y
201008,Top 10%,95,1180,Y,Y
201008,Top 10%,95,1180,Y,Y
201008,3rd Quarter,45,1190,Y,N
201008,3rd Quarter,46,1190,Y,Y
201008,2nd Quarter,55,1190,Y,Y
201008,2nd Quarter,70,1190,Y,Y
201008,1st Quarter,77,1190,Y,Y
201008,1st Quarter,77,1190,Y,Y
201008,1st Quarter,77,1190,N,N
201008,1st Quarter,78,1190,Y,Y
201008,1st Quarter,80,1190,Y,Y
201008,1st Quarter,80,1190,Y,Y
201008,1st Quarter,81,1190,Y,Y
201008,1st Quarter,81,1190,Y,Y
201008,1st Quarter,81,1190,Y,Y
201008,1st Quarter,82,1190,Y,N
201008,1st Quarter,85,1190,Y,Y
201008,1st Quarter,87,1190,Y,Y
201008,Top 10%,93,1190,Y,Y
201008,Top 10%,94,1190,Y,Y
201008,2nd Quarter,57,1200,N,N
201008,2nd Quarter,74,1200,Y,Y
201008,1st Quarter,79,1200,N,N
201008,1st Quarter,82,1200,Y,Y
201008,1st Quarter,83,1200,Y,Y
201008,1st Quarter,85,1200,Y,Y
201008,1st Quarter,86,1200,Y,Y
201008,1st Quarter,86,1200,Y,Y
201008,Top 10%,96,1200,Y,Y
201008,Top 10%,96,1200,Y,Y
201008,3rd Quarter,43,1210,Y,N
201008,1st Quarter,87,1210,Y,Y
201008,2nd Quarter,63,1220,Y,N
201008,2nd Quarter,71,1220,N,N
201008,2nd Quarter,71,1220,Y,N
201008,2nd Quarter,75,1220,Y,Y
201008,1st Quarter,80,1220,Y,Y
201008,1st Quarter,82,1220,N,N
201008,1st Quarter,82,1220,Y,Y
201008,1st Quarter,85,1220,Y,Y
201008,Top 10%,92,1220,Y,Y
201008,Top 10%,93,1220,Y,Y
201008,Top 10%,94,1220,N,N
201008,Top 10%,98,1220,Y,N
201008,Top 10%,99,1220,Y,Y
201008,3rd Quarter,28,1230,Y,N
201008,2nd Quarter,53,1230,Y,N
201008,2nd Quarter,56,1230,Y,Y
201008,2nd Quarter,57,1230,Y,Y
201008,Top 10%,94,1230,Y,Y
201008,2nd Quarter,64,1240,N,N
201008,Top 10%,91,1240,Y,Y
201008,Top 10%,91,1240,Y,Y
201008,Top 10%,91,1240,Y,Y
201008,2nd Quarter,74,1250,Y,N
201008,1st Quarter,89,1250,Y,Y
201008,Top 10%,93,1250,Y,N
201008,Top 10%,94,1250,Y,Y
201008,2nd Quarter,62,1260,Y,N
201008,2nd Quarter,72,1260,Y,Y
201008,2nd Quarter,73,1260,Y,Y
201008,1st Quarter,84,1260,Y,Y
201008,1st Quarter,84,1260,Y,Y
201008,1st Quarter,89,1260,Y,Y
201008,Top 10%,95,1260,Y,Y
201008,Top 10%,98,1260,Y,Y
201008,Top 10%,98,1260,Y,Y
201008,1st Quarter,79,1270,Y,Y
201008,1st Quarter,82,1270,Y,Y
201008,Top 10%,95,1270,Y,Y
201008,Top 10%,96,1270,Y,Y
201008,2nd Quarter,53,1280,Y,N
201008,2nd Quarter,74,1280,Y,Y
201008,Top 10%,99,1280,Y,Y
201008,1st Quarter,79,1290,Y,Y
201008,2nd Quarter,69,1300,Y,Y
201008,1st Quarter,89,1300,Y,Y
201008,1st Quarter,89,1300,Y,Y
201008,Top 10%,92,1300,Y,Y
201008,Top 10%,95,1300,Y,Y
201008,Top 10%,97,1300,Y,Y
201008,Top 10%,97,1300,Y,Y
201008,1st Quarter,83,1310,N,N
201008,2nd Quarter,69,1340,Y,Y
201008,2nd Quarter,71,1340,Y,N
201008,1st Quarter,81,1340,Y,Y
201008,1st Quarter,83,1340,Y,Y
201008,Top 10%,95,1340,N,Y
201008,1st Quarter,84,1350,Y,Y
201008,Top 10%,98,1350,Y,Y
201008,Top 10%,98,1350,Y,Y
201008,Top 10%,98,1380,Y,Y
201008,Top 10%,96,1390,Y,Y
201008,Top 10%,97,1420,Y,Y
201108,2nd Quarter,54,530,Y,Y
201108,1st Quarter,82,550,Y,Y
201108,2nd Quarter,56,560,Y,N
201108,1st Quarter,76,590,N,N
201108,2nd Quarter,59,620,Y,Y
201108,1st Quarter,79,620,N,N
201108,2nd Quarter,73,640,Y,Y
201108,2nd Quarter,52,660,Y,N
201108,2nd Quarter,75,660,Y,Y
201108,3rd Quarter,48,670,Y,N
201108,2nd Quarter,54,670,Y,Y
201108,2nd Quarter,68,670,Y,Y
201108,2nd Quarter,52,680,Y,N
201108,2nd Quarter,59,680,Y,N
201108,2nd Quarter,71,680,Y,Y
201108,3rd Quarter,39,690,Y,Y
201108,3rd Quarter,49,690,Y,Y
201108,2nd Quarter,54,690,Y,N
201108,2nd Quarter,62,690,Y,Y
201108,2nd Quarter,70,690,Y,Y
201108,3rd Quarter,42,700,Y,Y
201108,2nd Quarter,52,700,Y,Y
201108,2nd Quarter,55,710,Y,N
201108,2nd Quarter,56,710,Y,Y
201108,2nd Quarter,66,710,Y,Y
201108,2nd Quarter,70,710,Y,Y
201108,2nd Quarter,54,720,Y,N
201108,2nd Quarter,62,720,Y,Y
201108,2nd Quarter,68,720,Y,Y
201108,2nd Quarter,72,720,Y,Y
